m,194.05,100
l,193.1,101.6
l,192.15,103.25
l,191.25,104.85
l,190.3,106.45
l,189.35,108.1
l,188.4,109.7
l,187.45,111.3
l,186.55,112.95
l,185.6,114.55
l,184.65,116.15
l,183.7,117.8
l,182.75,119.4
l,181.8,121
l,180.9,122.65
l,179.95,124.25
l,179,125.85
l,178.05,127.5
l,177.1,129.1
l,176.2,130.7
l,175.25,132.35
l,174.3,133.95
l,173.35,135.55
l,172.4,137.2
l,171.5,138.8
l,170.55,140.45
l,169.6,142.05
l,168.65,143.65
l,167.7,145.3
l,166.8,146.9
l,165.85,148.5
l,164.9,150.15
l,163.95,151.75
l,163,153.35
l,162.05,155
l,161.15,156.6
l,160.2,158.2
l,159.25,159.85
l,158.3,161.45
l,157.35,163.05
l,156.45,164.7
l,155.5,166.3
l,154.55,167.9
l,153.6,169.55
l,152.65,171.15
l,151.75,172.75
l,150.8,174.4
l,149.85,176
l,148.9,177.6
l,147.95,179.25
l,147.05,180.85
l,146.1,182.45
l,145.15,184.1
l,144.2,185.7
l,143.25,187.3
l,142.3,188.95
l,141.4,190.55
l,140.45,192.15
l,139.5,193.8
l,138.55,195.4
l,137.6,197
l,136.7,198.65
l,135.75,200.25
l,134.8,201.85
l,133.85,203.5
l,132.9,205.1
l,132,206.7
l,131.05,208.35
l,130.1,209.95
l,129.15,211.55
l,128.2,213.2
l,127.25,214.8
l,126.35,216.4
l,125.4,218.05
l,124.45,219.65
l,123.5,221.25
l,122.55,222.9
l,121.65,224.5
l,120.7,226.15
l,119.75,227.75
l,118.8,229.35
l,117.85,231
l,116.95,232.6
l,116,234.2
l,115.05,235.85
l,114.1,237.45
l,113.15,239.05
l,112.25,240.7
l,111.3,242.3
l,110.35,243.9
l,109.4,245.55
l,108.45,247.15
l,107.5,248.75
l,106.6,250.4
l,105.65,252
l,104.7,253.6
l,103.75,255.25
l,102.8,256.85
l,101.9,258.45
l,100.95,260.1
l,100,261.7
l,101.9,261.7
l,103.75,261.7
l,105.65,261.7
l,107.5,261.7
l,109.4,261.7
l,111.25,261.7
l,113.15,261.7
l,115.05,261.7
l,116.9,261.7
l,118.8,261.7
l,120.65,261.7
l,122.55,261.7
l,124.4,261.7
l,126.3,261.7
l,128.2,261.7
l,130.05,261.7
l,131.95,261.7
l,133.8,261.7
l,135.7,261.7
l,137.55,261.7
l,139.45,261.7
l,141.35,261.7
l,143.2,261.7
l,145.1,261.7
l,146.95,261.7
l,148.85,261.7
l,150.7,261.7
l,152.6,261.7
l,154.5,261.7
l,156.35,261.7
l,158.25,261.7
l,160.1,261.7
l,162,261.7
l,163.85,261.7
l,165.75,261.7
l,167.65,261.7
l,169.5,261.7
l,171.4,261.7
l,173.25,261.7
l,175.15,261.7
l,177,261.7
l,178.9,261.7
l,180.75,261.7
l,182.65,261.7
l,184.55,261.7
l,186.4,261.7
l,188.3,261.7
l,190.15,261.7
l,192.05,261.7
l,193.95,261.7
l,195.8,261.7
l,197.7,261.7
l,199.55,261.7
l,201.45,261.7
l,203.3,261.7
l,205.2,261.7
l,207.1,261.7
l,208.95,261.7
l,210.85,261.7
l,212.7,261.7
l,214.6,261.7
l,216.45,261.7
l,218.35,261.7
l,220.2,261.7
l,222.1,261.7
l,224,261.7
l,225.85,261.7
l,227.75,261.7
l,229.6,261.7
l,231.5,261.7
l,233.4,261.7
l,235.25,261.7
l,237.15,261.7
l,239,261.7
l,240.9,261.7
l,242.75,261.7
l,244.65,261.7
l,246.5,261.7
l,248.4,261.7
l,250.3,261.7
l,252.15,261.7
l,254.05,261.7
l,255.9,261.7
l,257.8,261.7
l,259.65,261.7
l,261.55,261.7
l,263.45,261.7
l,265.3,261.7
l,267.2,261.7
l,269.05,261.7
l,270.95,261.7
l,272.8,261.7
l,274.7,261.7
l,276.6,261.7
l,278.45,261.7
l,280.35,261.7
l,282.2,261.7
l,284.1,261.7
l,285.95,261.7
l,287.85,261.7
l,286.9,260.1
l,285.95,258.45
l,285.05,256.85
l,284.1,255.25
l,283.15,253.6
l,282.2,252
l,281.3,250.4
l,280.35,248.75
l,279.4,247.15
l,278.45,245.55
l,277.55,243.9
l,276.6,242.3
l,275.65,240.7
l,274.7,239.05
l,273.8,237.45
l,272.85,235.85
l,271.9,234.2
l,270.95,232.6
l,270.05,231
l,269.1,229.35
l,268.15,227.75
l,267.2,226.15
l,266.3,224.5
l,265.35,222.9
l,264.4,221.3
l,263.45,219.65
l,262.5,218.05
l,261.6,216.45
l,260.65,214.8
l,259.7,213.2
l,258.75,211.6
l,257.85,209.95
l,256.9,208.35
l,255.95,206.7
l,255,205.1
l,254.1,203.5
l,253.15,201.85
l,252.2,200.25
l,251.25,198.65
l,250.35,197
l,249.4,195.4
l,248.45,193.8
l,247.5,192.15
l,246.6,190.55
l,245.65,188.95
l,244.7,187.3
l,243.75,185.7
l,242.85,184.1
l,241.9,182.45
l,240.95,180.85
l,240,179.25
l,239.05,177.6
l,238.15,176
l,237.2,174.4
l,236.25,172.75
l,235.3,171.15
l,234.4,169.55
l,233.45,167.9
l,232.5,166.3
l,231.55,164.7
l,230.65,163.05
l,229.7,161.45
l,228.75,159.85
