l,0.0,0.0
l,47.22488,38.04532
l,0.6479,0.19374
l,3.45548,0.46013
l,0.83987,1.6952
l,-4.24736,-0.43591
l,-0.69589,-1.91316
l,0.0,0.0
l,5.39918,9.29943
l,0.6719,0.0242
l,5.9511,6.41757
l,0.95986,1.23508
l,0.16797,0.75074
l,-4.55931,-3.7779
l,-3.19152,-4.64971
l,0.0,2.0E-5
l,-163.60732,1.47725
l,1.05584,0.0484
l,-0.43193,3.3662
l,-0.81588,4.14115
l,0.79188,0.0
l,0.16798,1.93738
l,0.91186,17.43643
l,3.88741,19.76129
l,3.57546,18.21138
l,0.28796,-0.77495
l,-1.67975,-9.08148
l,0.52792,-9.10569
l,0.40794,1.59834
l,0.38394,1.08978
l,0.57592,0.96869
l,1.00785,3.29355
l,2.92755,7.60422
l,0.7199,-0.50856
l,-4.94326,-22.81267
l,1.39179,0.26639
l,3.26351,7.31362
l,4.19937,20.92371
l,1.10383,4.64972
l,5.03924,12.61719
l,2.08768,2.59125
l,-1.00784,-2.42173
l,-6.88697,-19.37381
l,-0.0719,-5.42467
l,15.2617,24.79848
l,8.59071,14.7241
l,-7.94281,10.46186
l,-8.15877,3.05137
l,-6.50301,0.0969
l,-13.03004,-16.37087
l,-6.52701,-9.44473
l,-7.94281,-5.59419
l,-15.8856,-12.32659
l,-8.75868,-11.72115
l,-18.76517,-22.88532
l,-10.65439,-12.37502
l,-0.21597,-0.58121
l,-3.2875,-5.20672
l,37.48234,-11.96332
l,27.8598,-2.97873
l,-4.0E-5,0.0
l,-5.0E-5,1.0E-5
l,171.50214,9.3963
l,0.26396,0.48435
l,0.71989,6.00588
l,-0.50392,4.0685
l,-0.6959,-6.00588
l,0.21597,-4.55285
l,0.0,0.0
l,-42.4256,21.91662
l,0.71989,2.25221
l,2.15968,3.87476
l,0.6719,2.27643
l,-0.76789,0.26638
l,0.95986,1.08978
l,0.048,1.45304
l,7.77483,16.75835
l,4.6073,5.03719
l,2.18367,1.62255
l,0.38394,1.114
l,4.12738,3.85054
l,-0.69589,-1.30773
l,-0.76789,-2.5186
l,3.14353,2.85764
l,7.41488,19.6402
l,-6.91096,10.77669
l,-6.88696,8.45182
l,-11.54226,11.09151
l,-5.75913,3.58415
l,-8.66269,-2.78498
l,-11.61425,-6.53866
l,-6.47902,-6.24806
l,-0.88787,-6.00588
l,3.02355,2.42173
l,10.29444,10.17125
l,4.43933,-5.73949
l,-9.38258,-8.74244
l,-3.38349,-2.03425
l,-6.40703,-2.13111
l,-2.0397,-2.22799
l,-0.76788,-3.53572
l,1.77573,-1.88895
l,10.51042,-4.81924
l,-4.27136,-1.06556
l,-6.21506,0.21796
l,2.6396,-6.34492
l,3.2875,-5.90902
l,4.72729,-2.15533
l,11.08633,-11.43055
l,1.9917,-4.18959
l,0.11998,-1.74364
l,-0.6479,-7.04723
l,1.19982,-5.98166
l,3.04754,-3.55994
l,1.75173,-2.85764
l,-1.0E-5,0.0
l,-114.31875,7.48314
l,0.88786,0.38748
l,1.17583,7.70109
l,0.11998,7.16831
l,-2.32765,-15.20845
l,0.14398,-0.0484
l,125.11712,9.05726
l,0.81588,0.77495
l,-0.33595,0.77495
l,-0.81588,-0.77495
l,0.33595,-0.77495
l,2.15968,1.71942
l,0.11998,0.0
l,8.83067,13.97336
l,-1.05584,1.08978
l,-0.83988,-1.9616
l,-5.83112,-10.8009
l,-1.41578,-1.86473
l,0.19197,-0.43591
l,-1.3438,2.37329
l,4.22336,2.78499
l,-0.6239,1.45304
l,-2.37564,-1.40461
l,-1.3438,-2.78498
l,0.11998,-0.0484
l,-44.87323,4.84346
l,0.28796,0.0726
l,0.5999,11.11572
l,-2.08768,0.99291
l,0.47993,-8.11278
l,0.71989,-4.0685
l,4.29535,10.63138
l,0.26396,1.18664
l,1.19982,2.22799
l,-1.3438,8.20965
l,-3.2875,0.77496
l,2.6636,-11.81803
l,0.50392,-0.58121
l,11.83022,37.77893
l,1.00784,0.7023
l,2.08769,2.5186
l,0.45593,1.42881
l,-3.23951,-3.87476
l,-0.31195,-0.77495
l,-220.55074,236.60268
l,0.119982,0.0726
l,-4.487323,6.41758
l,-7.414882,11.35789
l,-6.527015,8.11279
l,5.423182,-13.85228
l,11.326291,-11.5032
l,1.559765,-0.60543
l,179.34894,64.05466
l,3.04754,0.62965
l,-11.03833,3.19668
l,-5.56716,1.2593
l,2.06369,-2.34908
l,11.49426,-2.73655
l,-12.76607,12.64141
l,0.23996,0.0
l,0.88787,0.21796
l,6.95895,4.43176
l,1.63175,3.85054
l,-2.87956,1.04135
l,-7.43888,-8.01592
l,0.59991,-1.52569
l,11.13432,27.07491
l,2.54361,5.3278
l,0.7199,4.57706
l,-3.23952,-4.57706
l,-3.14352,-4.60129
l,1.91971,-0.48434
l,1.19982,-0.24217
l,-0.71989,12.32658
l,0.93586,0.79917
l,7.82111,14.30334
l,-8.13307,-13.35886
l,-0.6239,-1.74365
