m,303.86908,87.37154
l,-16.31754,3.923197
l,-1.72774,0.363259
l,-0.38394,0.556997
l,-5.13523,5.521536
l,-2.97555,-2.010033
l,-0.38394,-1.089776
l,-1.05584,0.847604
l,-6.79098,0.09687
l,-21.52475,1.380384
l,-5.75913,1.888947
l,-6.83897,2.712336
l,-8.35074,4.28645
l,-6.26306,3.58416
l,-9.21461,1.47725
l,0.38395,-1.67099
l,2.08768,-3.72946
l,5.63915,-5.981664
l,-2.20767,1.525687
l,-7.75083,13.004667
l,-0.76788,3.29355
l,0.19197,-2.90607
l,-1.3198,-1.67099
l,-0.47993,5.06141
l,-1.2958,5.81214
l,-1.27181,1.98582
l,-33.09101,-0.53278
l,-66.46997,2.37329
l,-22.820562,5.49732
l,-2.735588,2.59124
l,0.407939,6.78084
l,2.495623,12.98045
l,16.869455,37.19772
l,9.262602,19.37381
l,25.12421,39.66788
l,31.00332,46.08546
l,0.79189,18.40512
l,-0.38395,13.63432
l,-2.6156,5.03719
l,-4.0074,11.84224
l,-0.43193,18.21139
l,2.44763,14.02179
l,1.2958,5.54576
l,0.71989,4.04428
l,0.14398,3.72946
l,-0.74389,10.02594
l,-1.15182,11.62429
l,-2.73559,13.53745
l,-2.68759,11.62429
l,-16.86946,19.10742
l,-15.52566,9.51739
l,-14.75777,8.74243
l,-4.6313,-0.48435
l,-5.135228,-6.1754
l,-6.311048,5.37623
l,-0.07199,9.66269
l,0.311953,6.12697
l,-4.247359,0.46013
l,-10.798371,5.56997
l,-12.070179,24.55631
l,-3.143526,8.42761
l,-4.919258,20.00346
l,-1.943706,3.14824
l,1.39179,4.02007
l,3.3115,0.24217
l,-0.335949,2.85764
l,-1.775732,9.05725
l,-0.119982,57.54022
l,2.111681,27.12334
l,1.91971,25.64608
l,1.12783,10.6556
l,69.133575,-0.26639
l,1.15182,-11.04307
l,3.45548,-39.1351
l,1.9917,-19.37381
l,0.91187,-14.14289
l,0.23996,-4.84345
l,7.67884,3.48729
l,9.3106,3.48728
l,12.5981,13.1742
l,5.99909,12.61719
l,21.11682,38.91715
l,6.55101,11.81802
l,2.87956,5.61841
l,44.05736,0.0
l,44.05735,-0.33905
l,-6.623,-18.25981
l,-4.46333,-10.46186
l,-3.45548,-9.49317
l,-1.48777,-4.0685
l,-0.6719,-1.88895
l,2.06369,-1.11399
l,3.83942,-0.0726
l,-0.86387,-4.02007
l,-5.49517,-12.66563
l,-1.07984,-4.02007
l,-0.95985,-4.64971
l,-4.34335,-23.07905
l,-9.86251,-21.98928
l,-9.19061,-5.54575
l,-1.94371,-0.87183
l,3.26351,-0.36325
l,13.31799,0.43591
l,4.77528,-7.58001
l,-15.71763,-1.2593
l,-6.04709,3.29355
l,0.83987,-4.14115
l,2.30366,-18.16295
l,6.67099,-34.60647
l,12.07018,-22.25567
l,7.24691,-10.46185
l,8.01479,-11.16416
l,11.95019,-18.52621
l,0.45594,-0.65387
l,0.38394,-0.77495
l,0.28795,-0.77495
l,1.29581,-1.69521
l,10.12647,-14.94205
l,1.72774,-1.21087
l,3.35949,-6.39335
l,5.06324,-9.00883
l,7.19891,-19.05898
l,0.55192,-1.16243
l,14.15787,-32.93548
l,10.48641,-27.22021
l,13.65394,-16.10448
l,13.48597,-15.86231
l,20.42092,-53.56859
l,-3.40749,-20.72998
l,-20.78086,-24.94378
l,-2.75959,-4.43176
l,-1.03184,-2.34907
l,-1.91971,-2.32486
l,-3.21552,-3.09981
l,-2.80757,-3.34198
l,-2.99955,-1.69521
l,-1.51177,0.75073
l,0.26396,-1.5499
l,0.28796,-3.70524
l,-3.02355,-3.46307
l,-1.67974,-5.15828
l,4.39133,-2.34907
l,1.07984,1.71942
l,0.55192,9.56582
l,0.33595,1.88895
l,1.9677,-0.0726
l,1.65575,0.19374
l,0.79188,0.0
l,-0.43194,-13.10154
l,-8.83066,-13.29528
l,-0.93586,-1.47725
l,2.18367,-1.16243
l,9.43058,2.39751
l,1.60775,1.23508
l,-5.42318,-5.59419
l,0.62391,-3.3662
l,-1.05584,0.0969
l,-2.39964,1.69521
l,-5.66315,-1.98581
l,-7.77482,-6.87771
l,1.72774,-3.58415
l,-0.6719,-0.62965
l,-1.53577,-1.38038
l,0.096,-0.72652
l,0.76789,-1.88895
l,3.19152,-0.53278
l,0.14397,0.31483
l,0.6959,-1.52569
l,1.75174,-1.76786
l,3.45547,-2.44595
l,5.92711,-4.02006
l,2.30365,-1.93738
l,-12.23815,6.44179
l,-12.64609,2.8092
l,-1.9917,-2.42173
l,-4.6793,-3.36619
l,-4.79927,-3.51151
l,-5.80713,-3.48728
l,-6.21506,-2.56703
l,-2.6396,-3.26934
l,-2.25566,-2.83342
l,-0.83987,-0.1453
l,-0.7199,-0.77495
l,7.72684,-0.0969
l,2.95155,0.38748
l,-8.66269,-3.850548
l,-0.76788,-0.53278
l,-9.38259,-1.259298
l,-2.68759,0.79917
l,-2.6876,-0.629649
l,-1.72774,-0.363259
l,0.19197,-0.678083
l,0.83988,-1.210864
l,-0.6959,-0.43591
l,2.42364,1.380384
l,0.40793,0.26639
l,0.45594,-1.259298
l,11.54225,-0.484345
l,0.57592,-0.04843
l,1.75173,-1.525688
l,-1.19982,-1.888946
l,-3.04754,-1.380384
l,-5.18321,-0.363259
l,0.0,-7.8E-5
l,-2.0E-5,-3.6E-5
l,1.05584,1.816295
l,2.51962,0.314824
l,-5.59116,0.678084
l,-4.22336,-0.26639
l,7.2949,-0.726518
l,0.0,0.0
l,-9.52657,1.622557
l,0.23997,0.09687
l,-0.95986,0.96869
l,-0.40794,-0.43591
l,1.12783,-0.629649
l,0.0,-1.0E-6
l,16.02959,7.023006
l,0.83987,0.145304
l,-0.45593,0.484345
l,-1.00785,-0.411693
l,0.62391,-0.217956
l,0.0,0.0
l,-3.50348,4.165373
l,5.20722,3.12402
l,-0.98385,0.38748
l,-3.19152,-1.98582
l,-1.43978,-1.13821
l,0.40793,-0.38747
l,0.0,0.0
l,-2.15967,1.93738
l,6.91096,4.16537
l,-4.91926,0.67808
l,-1.9917,-4.84345
l,0.0,0.0
l,-1.46378,0.19374
l,0.14398,0.31482
l,0.47993,2.13112
l,-0.76789,1.23508
l,-1.22381,-0.96869
l,1.36779,-2.71233
